millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_ref,z_ref,z_meas,int_ev,u_pi,Kp_up,Ki_up,Kp_down,Ki_down,Kp_z,tof_alt,leftThrust,rightThrust,verticalThrust
144491,11:47:54,SAFETY,8.02,79.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3480,0.0000,0.0000,0.0000
144591,11:47:54,SAFETY,8.02,79.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3550,0.0000,0.0000,0.0000
144691,11:47:54,SAFETY,8.02,79.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3640,0.0000,0.0000,0.0000
144791,11:47:54,SAFETY,8.02,79.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3690,0.0000,0.0000,0.0000
144891,11:47:54,SAFETY,8.02,79.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3790,0.0000,0.0000,0.0000
144991,11:47:54,SAFETY,7.95,75.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3850,0.0000,0.0000,0.0000
145091,11:47:55,SAFETY,7.95,75.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.3930,0.0000,0.0000,0.0000
145191,11:47:55,SAFETY,7.95,75.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4010,0.0000,0.0000,0.0000
145291,11:47:55,SAFETY,7.95,75.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4100,0.0000,0.0000,0.0000
145391,11:47:55,SAFETY,7.95,75.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4160,0.0000,0.0000,0.0000
145491,11:47:55,SAFETY,8.06,81.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4270,0.0000,0.0000,0.0000
145591,11:47:55,SAFETY,8.06,81.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4340,0.0000,0.0000,0.0000
145691,11:47:55,SAFETY,8.06,81.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4420,0.0000,0.0000,0.0000
145791,11:47:55,SAFETY,8.06,81.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4510,0.0000,0.0000,0.0000
145891,11:47:55,SAFETY,8.06,81.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4590,0.0000,0.0000,0.0000
145991,11:47:55,SAFETY,8.08,82.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4670,0.0000,0.0000,0.0000
146091,11:47:56,SAFETY,8.08,82.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4750,0.0000,0.0000,0.0000
146191,11:47:56,SAFETY,8.08,82.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4810,0.0000,0.0000,0.0000
146291,11:47:56,SAFETY,8.08,82.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4890,0.0000,0.0000,0.0000
146391,11:47:56,SAFETY,8.08,82.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.4950,0.0000,0.0000,0.0000
146491,11:47:56,SAFETY,8.02,78.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5010,0.0000,0.0000,0.0000
146591,11:47:56,SAFETY,8.02,78.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5080,0.0000,0.0000,0.0000
146691,11:47:56,SAFETY,8.02,78.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5170,0.0000,0.0000,0.0000
146791,11:47:56,SAFETY,8.02,78.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5240,0.0000,0.0000,0.0000
146891,11:47:56,SAFETY,8.02,78.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5350,0.0000,0.0000,0.0000
146991,11:47:56,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5420,0.0000,0.0000,0.0000
147091,11:47:57,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5530,0.0000,0.0000,0.0000
147191,11:47:57,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5580,0.0000,0.0000,0.0000
147291,11:47:57,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5700,0.0000,0.0000,0.0000
147391,11:47:57,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5750,0.0000,0.0000,0.0000
147491,11:47:57,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5860,0.0000,0.0000,0.0000
147591,11:47:57,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.5930,0.0000,0.0000,0.0000
147691,11:47:57,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6020,0.0000,0.0000,0.0000
147791,11:47:57,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6100,0.0000,0.0000,0.0000
147891,11:47:57,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6190,0.0000,0.0000,0.0000
147991,11:47:57,SAFETY,7.97,76.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6250,0.0000,0.0000,0.0000
148091,11:47:58,SAFETY,7.97,76.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6370,0.0000,0.0000,0.0000
148191,11:47:58,SAFETY,7.97,76.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6420,0.0000,0.0000,0.0000
148291,11:47:58,SAFETY,7.97,76.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6520,0.0000,0.0000,0.0000
148391,11:47:58,SAFETY,7.97,76.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6580,0.0000,0.0000,0.0000
148491,11:47:58,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6670,0.0000,0.0000,0.0000
148591,11:47:58,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6710,0.0000,0.0000,0.0000
148691,11:47:58,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6810,0.0000,0.0000,0.0000
148791,11:47:58,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6860,0.0000,0.0000,0.0000
148891,11:47:58,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6940,0.0000,0.0000,0.0000
148991,11:47:58,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.6990,0.0000,0.0000,0.0000
149091,11:47:59,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7100,0.0000,0.0000,0.0000
149191,11:47:59,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7140,0.0000,0.0000,0.0000
149293,11:47:59,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7220,0.0000,0.0000,0.0000
149393,11:47:59,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7320,0.0000,0.0000,0.0000
149493,11:47:59,SAFETY,8.05,80.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7380,0.0000,0.0000,0.0000
149593,11:47:59,SAFETY,8.05,80.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7480,0.0000,0.0000,0.0000
149693,11:47:59,SAFETY,8.05,80.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7510,0.0000,0.0000,0.0000
149793,11:47:59,SAFETY,8.05,80.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7610,0.0000,0.0000,0.0000
149893,11:47:59,SAFETY,8.05,80.4,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7660,0.0000,0.0000,0.0000
149993,11:47:59,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7750,0.0000,0.0000,0.0000
150093,11:48:00,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7810,0.0000,0.0000,0.0000
150193,11:48:00,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7910,0.0000,0.0000,0.0000
150293,11:48:00,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.7960,0.0000,0.0000,0.0000
150393,11:48:00,SAFETY,8.01,78.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8080,0.0000,0.0000,0.0000
150493,11:48:00,SAFETY,7.95,74.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8110,0.0000,0.0000,0.0000
150593,11:48:00,SAFETY,7.95,74.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8210,0.0000,0.0000,0.0000
150693,11:48:00,SAFETY,7.95,74.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8220,0.0000,0.0000,0.0000
150793,11:48:00,SAFETY,7.95,74.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8330,0.0000,0.0000,0.0000
150893,11:48:00,SAFETY,7.95,74.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8360,0.0000,0.0000,0.0000
150993,11:48:00,SAFETY,8.03,79.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8450,0.0000,0.0000,0.0000
151093,11:48:01,SAFETY,8.03,79.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8470,0.0000,0.0000,0.0000
151193,11:48:01,SAFETY,8.03,79.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8570,0.0000,0.0000,0.0000
151293,11:48:01,SAFETY,8.03,79.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8550,0.0000,0.0000,0.0000
151393,11:48:01,SAFETY,8.03,79.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8700,0.0000,0.0000,0.0000
151493,11:48:01,SAFETY,8.03,79.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8670,0.0000,0.0000,0.0000
151593,11:48:01,SAFETY,8.03,79.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8810,0.0000,0.0000,0.0000
151693,11:48:01,SAFETY,8.03,79.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8790,0.0000,0.0000,0.0000
151793,11:48:01,SAFETY,8.03,79.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8930,0.0000,0.0000,0.0000
151893,11:48:01,SAFETY,8.03,79.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.8930,0.0000,0.0000,0.0000
151993,11:48:01,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9060,0.0000,0.0000,0.0000
152093,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9040,0.0000,0.0000,0.0000
152193,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9120,0.0000,0.0000,0.0000
152293,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9130,0.0000,0.0000,0.0000
152393,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9230,0.0000,0.0000,0.0000
152493,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9290,0.0000,0.0000,0.0000
152593,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9360,0.0000,0.0000,0.0000
152693,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9390,0.0000,0.0000,0.0000
152793,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9470,0.0000,0.0000,0.0000
152893,11:48:02,SAFETY,7.95,75.0,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9490,0.0000,0.0000,0.0000
152993,11:48:02,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9580,0.0000,0.0000,0.0000
153093,11:48:03,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9620,0.0000,0.0000,0.0000
153193,11:48:03,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9640,0.0000,0.0000,0.0000
153293,11:48:03,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9700,0.0000,0.0000,0.0000
153393,11:48:03,SAFETY,7.98,76.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9720,0.0000,0.0000,0.0000
153493,11:48:03,SAFETY,7.93,73.9,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9750,0.0000,0.0000,0.0000
153593,11:48:03,SAFETY,7.93,73.9,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9800,0.0000,0.0000,0.0000
153693,11:48:03,SAFETY,7.93,73.9,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9800,0.0000,0.0000,0.0000
153793,11:48:03,SAFETY,7.93,73.9,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9870,0.0000,0.0000,0.0000
153893,11:48:03,SAFETY,7.93,73.9,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9880,0.0000,0.0000,0.0000
153993,11:48:03,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9930,0.0000,0.0000,0.0000
154093,11:48:04,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9940,0.0000,0.0000,0.0000
154193,11:48:04,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,0.9980,0.0000,0.0000,0.0000
154293,11:48:04,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0000,0.0000,0.0000,0.0000
154393,11:48:04,SAFETY,7.97,76.1,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0050,0.0000,0.0000,0.0000
154493,11:48:04,SAFETY,7.94,74.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0070,0.0000,0.0000,0.0000
154593,11:48:04,SAFETY,7.94,74.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0140,0.0000,0.0000,0.0000
154693,11:48:04,SAFETY,7.94,74.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0170,0.0000,0.0000,0.0000
154793,11:48:04,SAFETY,7.94,74.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0230,0.0000,0.0000,0.0000
154893,11:48:04,SAFETY,7.94,74.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0250,0.0000,0.0000,0.0000
154993,11:48:04,SAFETY,8.01,78.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0300,0.0000,0.0000,0.0000
155093,11:48:05,SAFETY,8.01,78.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0320,0.0000,0.0000,0.0000
155193,11:48:05,SAFETY,8.01,78.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0350,0.0000,0.0000,0.0000
155293,11:48:05,SAFETY,8.01,78.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0350,0.0000,0.0000,0.0000
155393,11:48:05,SAFETY,8.01,78.3,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0340,0.0000,0.0000,0.0000
155493,11:48:05,SAFETY,8.00,77.7,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0340,0.0000,0.0000,0.0000
155593,11:48:05,SAFETY,8.00,77.7,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0350,0.0000,0.0000,0.0000
155693,11:48:05,SAFETY,8.00,77.7,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0380,0.0000,0.0000,0.0000
155793,11:48:05,SAFETY,8.00,77.7,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0400,0.0000,0.0000,0.0000
155893,11:48:05,SAFETY,8.00,77.7,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0420,0.0000,0.0000,0.0000
155993,11:48:05,SAFETY,7.99,77.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0390,0.0000,0.0000,0.0000
156093,11:48:06,SAFETY,7.99,77.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0430,0.0000,0.0000,0.0000
156193,11:48:06,SAFETY,7.99,77.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0440,0.0000,0.0000,0.0000
156293,11:48:06,SAFETY,7.99,77.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0450,0.0000,0.0000,0.0000
156393,11:48:06,SAFETY,7.99,77.2,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0500,0.0000,0.0000,0.0000
156493,11:48:06,SAFETY,8.05,80.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0490,0.0000,0.0000,0.0000
156593,11:48:06,SAFETY,8.05,80.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0500,0.0000,0.0000,0.0000
156693,11:48:06,SAFETY,8.05,80.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0530,0.0000,0.0000,0.0000
156793,11:48:06,SAFETY,8.05,80.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0540,0.0000,0.0000,0.0000
156893,11:48:06,SAFETY,8.05,80.8,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0550,0.0000,0.0000,0.0000
156993,11:48:06,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0600,0.0000,0.0000,0.0000
157093,11:48:07,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0580,0.0000,0.0000,0.0000
157193,11:48:07,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0610,0.0000,0.0000,0.0000
157293,11:48:07,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0550,0.0000,0.0000,0.0000
157393,11:48:07,SAFETY,7.99,77.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0580,0.0000,0.0000,0.0000
157493,11:48:07,SAFETY,7.87,70.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0550,0.0000,0.0000,0.0000
157593,11:48:07,SAFETY,7.87,70.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0550,0.0000,0.0000,0.0000
157693,11:48:07,SAFETY,7.87,70.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0560,0.0000,0.0000,0.0000
157793,11:48:07,SAFETY,7.87,70.5,0.1000,0.0000,0.0340,0.0120,1.5000,1.4800,1.4037,0.1052,1.600,0.100,3.100,1.500,0.600,1.0570,0.0000,0.0000,0.0000
